index,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse
1172,232803,BW>[,MT,Isaiah,60,11,HBJ>,W PTXW C<RJK TMJD JWMM W LJLH L> JSGRW L HBJ> >LJK XJL GWJM W MLKJHM NHWGJM,,hif,infc,L HBJ> >LJK XJL GWJM,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
1173,1916647,BW>[,1Qisaa,Isaiah,60,11,HBJ>,W PTXW C<RJK TMJD JWMM W LJLH W LW> JSGRW L HBJ> >LJK XJL GW>JM W MLKJHMH NHWGJM,0 0000 00000 0000 0000 0 0000 0 000 00000 0 0000 0000 000 00000 0 0000000 000000,hifil,infc,L HBJ> >LJK XJL GW>JM,, >LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal, >L,,,,,W PTXW C<RJK TMJD JWMM W LJLH W LW> JSGRW L HBJ> >LJK XJL GW>JM W MLKJHMH NHWGJM
1174,1925994,BW>[,1Q8,Isaiah,60,11,HBJ>,W PTXW C<RJK TMJD JWMM W LJLH L> JSGRW L HBJ> >LJK XJL GWJM W MLKJHM NHWGJM,0 0000 00000 0000 0000 0 0000 00 00000 0 0000 0000 000 0000 0 000000 000000,hifil,infc,L HBJ> >LJK XJL GWJM,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W PTXW C<RJK TMJD JWMM W LJLH L> JSGRW L HBJ> >LJK XJL GWJM W MLKJHM NHWGJM
1175,232829,BW>[,MT,Isaiah,60,13,JBW>,KBWD H LBNWN >LJK JBW> BRWC TDHR W T>CWR JXDW L P>R MQWM MQDCJ W MQWM RGLJ >KBD,,qal,impf,KBWD H LBNWN >LJK JBW> BRWC TDHR W T>CWR JXDW,KBWD H LBNWN BRWC TDHR W T>CWR JXDW,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,the glory of Lebanon will come upon you (Zion - inanimate) - fictive motion,
1176,1916678,BW>[,1Qisaa,Isaiah,60,13,JBW>,KBWD H LBNWN NTN LK W >LJK JBW> BRWC W THRHR W T>CWR JXDJW L P>R MQWM MQDCJ W MQWM RGLJ >KBD,0000 0 00000 000 00 0 0000 0000 0000 0 00000 0 00000 00000 0 000 0000 00000 0 0000 0000 0000,qal,impf,KBWD H LBNWN NTN LK W >LJK JBW> BRWC W THRHR W T>CWR JXDJW,KBWD H LBNWN BRWC W THRHR W T>CWR JXDJW,>LJK ,>L,to you,0.0,prep,prps,inanim,det,prsf,simple,fictive,goal,>L,,,,the glory of Lebanon will come upon you (Zion - inanimate) - fictive motion,KBWD H LBNWN NTN LK W >LJK JBW> BRWC W THRHR W T>CWR JXDJW L P>R MQWM MQDCJ W MQWM RGLJ >KBD
1177,1926022,BW>[,1Q8,Isaiah,60,13,JBW>,KBWD H LBNWN >LJK JBW> BR>C TRHR W T>CWR JXDJW L P>R MQWM MQDCJ W MQWM RGLJ >KBD,0000 0 00000 0000 0000 0000 0000 0 00000 00000 0 000 0000 00000 0 0000 0000 0000,qal,impf,KBWD H LBNWN >LJK JBW> BR>C TRHR W T>CWR JXDJW,KBWD H LBNWN >LJK JBW> BR>C TRHR W T>CWR JXDJW,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,the glory of Lebanon will come upon you (Zion - inanimate) - fictive motion,KBWD H LBNWN >LJK JBW> BR>C TRHR W T>CWR JXDJW L P>R MQWM MQDCJ W MQWM RGLJ >KBD
1178,232844,HLK[,MT,Isaiah,60,14,HLKW,W HLKW >LJK CXWX BNJ M<NJK W HCTXWW <L KPWT RGLJK KL MN>YJK W QR>W LK <JR JHWH YJWN QDWC JFR>L,,qal,perf,W HLKW >LJK BNJ M<NJK,BNJ M<NJK,>LJK,>L,to you,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,>L,,,,,
1179,1916695,HLK[,1Qisaa,Isaiah,60,14,>HLKW,W >HLKW >LJK CXWX KWL BNJ MN<YJK M<NJK W HCTXWW <L KPWT RGLJK KWL MN>YJK W QR>W LK <JR JHWH YJWN QDWC JFR>L,0 00000 0000 0000 000 000 000000 00000 0 000000 00 0000 00000 000 000000 0 0000 00 000 0000 0000 0000 00000,qal,perf,W >HLKW >LJK KWL BNJ MN<YJK M<NJK,BNJ MN<YJK M<NJK,>LJK,>L,to you,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,>L,,,,,W >HLKW >LJK CXWX KWL BNJ MN<YJK M<NJK W HCTXWW <L KPWT RGLJK KWL MN>YJK W QR>W LK <JR JHWH YJWN QDWC JFR>L
1180,1926038,HLK[,1Q8,Isaiah,60,14,HLKW,W HLKW >LJK CXWX KL BNJ M<NJK W HCTXWW <L KPWT RGLJK KL MN>YJK W QR>W LK <JR JHWH YJWN QDWC JFR>L,0 0000 0000 0000 00 011 11111 0 000000 00 0000 00000 00 000000 0 0000 00 000 1111 1000 0000 00000,qal,perf,W HLKW >LJK KL BNJ M<NJK,BNJ M<NJK,>LJK,>L,to you,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,>L,,,,,W HLKW >LJK CXWX KL B[NJ M<NJK] W HCTXWW <L KPWT RGLJK KL MN>YJK W QR>W LK <JR [JHWH Y]JWN QDWC JFR>L
1199,233408,<BR[,MT,Isaiah,62,10,<BRW,<BRW <BRW B C<RJM PNW DRK H <M SLW SLW H MSLH SQLW M >BN HRJMW NS <L H <MJM,,qal,impv,<BRW B C<RJM,,B C<RJM,B H C<R/,through the gates,0.0,prep,obj,inanim,det,subs,simple,factive,trajectory,B,,,,,
1202,1917298,<BR[,1Qisaa,Isaiah,62,10,<BWRW,<BWRW B C<RJM PNW DRK H <M SWLW SWLW H MSLH SQWLW M >BN H NGP >MWRW B <MJM,00000 0 00000 000 000 0 00 0000 0000 0 0000 00000 0 000 0 000 00000 0 0000,qal,impv,<BWRW B C<RJM,,B C<RJM,B H C<R/,through the gates,0.0,prep,obj,inanim,det,subs,simple,factive,trajectory,B,,,,,<BWRW B C<RJM PNW DRK H <M SWLW SWLW H MSLH SQWLW M >BN H NGP >MWRW B <MJM
1205,1926409,<BR[,1Q8,Isaiah,62,10,<BRW,<BRW <BRW B C<RJM PNW DRK H <M SLW SLW H MSLH SQLW >BN HRJMW NS <L H <MJM,1100 0000 0 00000 000 000 0 00 000 000 0 0000 0000 000 11111 10 00 0 0000,qal,impv,<BRW B C<RJM,,B C<RJM,B H C<R/,through the gates,0.0,prep,obj,inanim,det,subs,simple,factive,trajectory,B,,,,,[<B]RW <BRW B C<RJM PNW DRK H <M SLW SLW H MSLH SQLW >BN [HRJMW N]S <L H <MJM
1213,233562,JRD[,MT,Isaiah,63,6,>WRJD,W >BWS <MJM B >PJ W >CKRM B XMTJ W >WRJD L >RY NYXM,,hif,impf,W >WRJD L >RY NYXM,,L >RY,L H >RY/,to the land / ground,0.0,prep,place,inanim,det,subs,simple,factive,goal,L,,,,,
1214,1917446,JRD[,1Qisaa,Isaiah,63,6,>WRJDH,W >BWSH <MJM B >PJ> W >CKJRMH B XMTJ W >WRJDH L >RY NYXM,0 00000 0000 0 0000 0 0000000 0 0000 0 000000 0 000 0000,hifil,impf,W >WRJDH L >RY NYXM,,L >RY,L H >RY/,to the land / ground,0.0,prep,place,inanim,det,subs,simple,factive,goal,L,,,,,W >BWSH <MJM B >PJ> W >CKJRMH B XMTJ W >WRJDH L >RY NYXM
1219,233681,HLK[,MT,Isaiah,63,13,MWLJKM,MWLJKM B THMWT K SWS B MDBR L> JKCLW,,hif,ptca,MWLJKM B THMWT,,B THMWT,B H THWM/,through the depths,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,
1220,1917572,HLK[,1Qisaa,Isaiah,63,13,MWLJKM,MWLJKM B TWMWT K SWS B MDJBR LW> JKCLW,000000 0 00000 0 000 0 00000 000 00000,hifil,ptca,MWLJKM B TWMWT,,B TWMWT,B H THWM/,through the depths,0.0,prep,topo,inanim,det,subs,simple,factive,trajectory,B,,,,,MWLJKM B TWMWT K SWS B MDJBR LW> JKCLW
1222,233699,JRD[,MT,Isaiah,63,14,TRD,K BHMH B BQ<H TRD RWX JHWH TNJXNW KN NHGT <MK L <FWT LK CM TP>RT,,qal,impf,B BQ<H TRD,,B BQ<H,B H BQ<H/,in the valley,0.0,prep,place,inanim,det,subs,simple,factive,goal,B,,,,,
1224,1917586,JRD[,1Qisaa,Isaiah,63,14,TRD,K BHMH B BQ<H TRD RWX JHWH TNJXNW KJ> NHGTH <MKH L <FWT LKH CM TP>RT,0 0000 0 0000 000 000 0000 000000 000 00000 0000 0 0000 000 00 00000,qal,impf,B BQ<H TRD,,B BQ<H,B H BQ<H/,in the valley,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,K BHMH B BQ<H TRD RWX JHWH TNJXNW KJ> NHGTH <MKH L <FWT LKH CM TP>RT
1239,234030,QRB[,MT,Isaiah,65,5,QRB,H >MRJM QRB >LJK >L TGC BJ KJ QDCTJK >LH <CN B >PJ >C JQDT KL H JWM,,qal,impv,QRB >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
1240,234033,NGC[,MT,Isaiah,65,5,TGC,H >MRJM QRB >LJK >L TGC BJ KJ QDCTJK >LH <CN B >PJ >C JQDT KL H JWM,,qal,impf,>L TGC BJ,,BJ,B,in me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,B,,,,,
1241,1917940,QRB[,1Qisaa,Isaiah,65,5,QRB,H >WMRJM QRB >LJKH >L TG< BJ> QDCTJKH >LH <CN B >PJ >C JWQDT KWL H JWM,0 000000 000 00000 00 000 000 0000000 000 000 0 000 00 00000 000 0 000,qal,impv,QRB >LJKH,,>LJKH,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,H >WMRJM QRB >LJKH >L TG< BJ> QDCTJKH >LH <CN B >PJ >C JWQDT KWL H JWM
1244,234301,<LH[,MT,Isaiah,65,17,T<LJNH,KJ HNNJ BWR> CMJM XDCJM W >RY XDCH W L> TZKRNH H R>CNWT W L> T<LJNH <L LB,,qal,impf,W L> T<LJNH <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,
1245,1918207,<LH[,1Qisaa,Isaiah,65,17,T<LJN>,KJ> HNNJ BWR> CMJM XDCJM W >RY XDCH W LW> TZKRNH H RJCWNWT W LW> T<LJN> <L LB,000 0000 0000 0000 00000 0 000 0000 0 000 000000 0 0000000 0 000 000000 00 00,qal,impf,W LW> T<LJN> <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,KJ> HNNJ BWR> CMJM XDCJM W >RY XDCH W LW> TZKRNH H RJCWNWT W LW> T<LJN> <L LB
1246,1926994,<LH[,1Q8,Isaiah,65,17,T<LJNH,BWR> CMJM XDCJM W >RY XDCH W L> TZKRNH H R>CNWT W L> T<LJNH <L LB,0000 0111 11000 0 000 0000 0 00 000011 1 110000 0 00 001110 00 00,qal,impf,W LW> T<LJN> <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,BWR> C[MJM XD]CJM W >RY XDCH W L> TZKR[NH H R>]CNWT W L> T<[LJN]H <L LB
1250,234544,BW>[,MT,Isaiah,66,4,>BJ>,GM >NJ >BXR B T<LLJHM W MGWRTM >BJ> LHM J<N QR>TJ W >JN <WNH DBRTJ W L> CM<W W J<FW H R< B <JNJ W B >CR L> XPYTJ BXRW,,hif,impf,W MGWRTM >BJ> LHM,,LHM,L,upon them,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,bring their fears upon them LHM - cmpl and fictive -(ETCBC adjunct),
1251,1918463,BW>[,1Qisaa,Isaiah,66,4,>BJ>,GM >NJ >BXR B T<LWLJHMH W B MGWRWTJHMH >BJ> LHMH J<N QR>TJ W >JN <WNH DBRTJ W LW> CM<W W J<FW >T H R< B <JNJ W B >CR LW> XPYTJ BXRW,00 000 0000 0 000000000 0 0 0000000000 0000 0000 000 00000 0 000 0000 00000 0 000 0000 0 0000 00 0 00 0 0000 0 0 000 000 00000 0000,hifil,impf,W B MGWRWTJHMH >BJ> LHMH,,LHMH,L,upon them,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,bring their fears upon them LHM - cmpl and fictive -(ETCBC adjunct in BHSA),GM >NJ >BXR B T<LWLJHMH W B MGWRWTJHMH >BJ> LHMH J<N QR>TJ W >JN <WNH DBRTJ W LW> CM<W W J<FW >T H R< B <JNJ W B >CR LW> XPYTJ BXRW
1252,1927246,BW>[,1Q8,Isaiah,66,4,>BJ>,GM >NJ >BXR B T<LLJHM W B MGRTM >BJ> LHM J<N QR>TJ W >JN <WNH DBRTJ W L> CM<W W J<FW H R< B <JNJ W B >CR L> XPYTJ BXRW,00 000 0000 0 0000000 1 0 00000 0000 000 000 00000 0 000 0000 00000 0 00 0000 0 0000 0 00 0 0000 0 0 000 00 00000 0000,hifil,impf,W B MGRTM >BJ> LHM,,LHM,L,upon them,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,bring their fears upon them LHM - cmpl and fictive -(ETCBC adjunct in BHSA),GM >NJ >BXR B T<LLJHM [W] B MGRTM >BJ> LHM J<N QR>TJ W >JN <WNH DBRTJ W L> CM<W W J<FW H R< B <JNJ W B >CR L> XPYTJ BXRW
1253,234608,BW>[,MT,Isaiah,66,7,JBW>,B VRM TXJL JLDH B VRM JBW> XBL LH W HMLJVH ZKR,,qal,impf,B VRM JBW> XBL LH,XBL,LH,L,to her,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,before the pain came to her-fictive,
1254,1918530,BW>[,1Qisaa,Isaiah,66,7,JBW>,B VRM TXJL JLDH B VRM JBW> XBL LH HMLJVH ZKR,0 000 0000 0000 0 000 0000 000 00 000000 000,qal,impf,B VRM JBW> XBL LH,XBL,LH,L,to her,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,before the pain came to her-fictive,B VRM TXJL JLDH B VRM JBW> XBL LH HMLJVH ZKR
1272,234871,BW>[,MT,Isaiah,66,20,HBJ>W,W HBJ>W >T KL >XJKM M KL H GWJM MNXH L JHWH B SWSJM W B RKB W B YBJM W B PRDJM W B KRKRWT <L HR QDCJ JRWCLM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,,hif,perf,W HBJ>W >T KL >XJKM M KL H GWJM MNXH L JHWH B SWSJM W B RKB W B YBJM W B PRDJM W B KRKRWT <L HR QDCJ JRWCLM,,<L HR QDCJ JRWCLM,<L HR/ QDC/ JRWCLM/,to my holy mountain Jerusalem,0.0,prep,topo,inanim,det,subs,complex,factive,goal,<L,,,,,
1273,234909,BW>[,MT,Isaiah,66,20,JBJ>W,W HBJ>W >T KL >XJKM M KL H GWJM MNXH L JHWH B SWSJM W B RKB W B YBJM W B PRDJM W B KRKRWT <L HR QDCJ JRWCLM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,,hif,impf,K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,BNJ JFR>L,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,
1274,1918802,BW>[,1Qisaa,Isaiah,66,20,HBJ>W,W HBJ>W >T KWL KWL >XJKMH M KL H GW>JM MNXH L JHWH B SWSJM W B RKBM W B YWBJM W B W B PRDJM W B KWRKWBWT >L HR QDCJ JRWCLJM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,0 00000 00 000 000 000000 0 00 0 00000 0000 0 0000 0 00000 0 0 0000 0 0 00000 0 0 0 0 00000 0 0 00000000 00 00 0000 0000000 000 0000 0 000 00000 000 00000 00 0 0000 0 000 0000 000 0000,hifil,perf,W HBJ>W >T KWL KWL >XJKMH M KL H GW>JM MNXH L JHWH B SWSJM W B RKBM W B YWBJM W B W B PRDJM W B KWRKWBWT >L HR QDCJ JRWCLJM,,>L HR QDCJ JRWCLJM,>L HR/ QDC/ JRWCLM/,to my holy mountain Jerusalem,0.0,prep,topo,inanim,det,subs,complex,factive,goal,>L,,,,,W HBJ>W >T KWL KWL >XJKMH M KL H GW>JM MNXH L JHWH B SWSJM W B RKBM W B YWBJM W B W B PRDJM W B KWRKWBWT >L HR QDCJ JRWCLJM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH
1275,1918839,BW>[,1Qisaa,Isaiah,66,20,JBJ>W,W HBJ>W >T KWL KWL >XJKMH M KL H GW>JM MNXH L JHWH B SWSJM W B RKBM W B YWBJM W B W B PRDJM W B KWRKWBWT >L HR QDCJ JRWCLJM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,0 00000 00 000 000 000000 0 00 0 00000 0000 0 0000 0 00000 0 0 0000 0 0 00000 0 0 0 0 00000 0 0 00000000 00 00 0000 0000000 000 0000 0 000 00000 000 00000 00 0 0000 0 000 0000 000 0000,hifil,impf,K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,W HBJ>W >T KWL KWL >XJKMH M KL H GW>JM MNXH L JHWH B SWSJM W B RKBM W B YWBJM W B W B PRDJM W B KWRKWBWT >L HR QDCJ JRWCLJM >MR JHWH K >CR JBJ>W BNJ JFR>L >T H MNXH B KLJ VHWR BJT JHWH
