verb_id,lex,scroll,book_canonical,text_unit,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition,verse_genre,verse_language,era_style
375436,NPL[,MT,Daniel,Daniel,8,10,TPL,W TGDL <D YB> H CMJM W TPL >RYH MN H YB> W MN H KWKBJM W TRMSM,,hif,wayq,W TPL >RYH MN H YB> W MN H KWKBJM,,>RYH,>RY/,to the ground ,1.0,dir-he,place,inanim,und,subs,simple,vertical,goal,,,,,,,,,,prose,Hebrew,LBH
375560,BW>[,MT,Daniel,Daniel,8,17,JB>,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,,qal,wayq,W JB> >YL <MDJ,,>YL <MDJ,>YL/ <MD=/,beside/near my position,0.0,prep,place,inanim,det,subs,complex,factive,goal,>YL/,,,,,,,,,prose,Hebrew,LBH
375565,BW>[,MT,Daniel,Daniel,8,17,B>W,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,,qal,infc,B B>W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
375568,NPL[,MT,Daniel,Daniel,8,17,>PLH,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,,qal,wayq,W >PLH <L PNJ,,<L PNJ,<L PNH/,on my face,0.0,prep,body part,inanim,det,subs,complex,vertical,location,<L,,,,,,,,,prose,Hebrew,LBH
2075659,BW>[,6Q7,Daniel,Daniel,8,17,JB>,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,1 111 111 1111 1 1 111 11111 1 1111 11 111 1 1111 111 001 11 111 11 1 11 11 1 1111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ] HB[N BN >DM KJ L <T QY H XZWN],,prose,Hebrew,LBH
2075664,BW>[,6Q7,Daniel,Daniel,8,17,B>W,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,1 111 111 1111 1 1 111 11111 1 1111 11 111 1 1111 111 001 11 111 11 1 11 11 1 1111,qal,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ] HB[N BN >DM KJ L <T QY H XZWN],,prose,Hebrew,LBH
2075667,NPL[,6Q7,Daniel,Daniel,8,17,>PLH,W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ HBN BN >DM KJ L <T QY H XZWN,1 111 111 1111 1 1 111 11111 1 1111 11 111 1 1111 111 001 11 111 11 1 11 11 1 1111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JB> >YL <MDJ W B B>W NB<TJ W >PLH <L PNJ W J>MR >LJ] HB[N BN >DM KJ L <T QY H XZWN],,prose,Hebrew,LBH
375969,HLK[,MT,Daniel,Daniel,9,10,LKT,W L> CM<NW B QWL JHWH >LHJNW L LKT B TWRTJW >CR NTN L PNJNW B JD <BDJW H NBJ>JM,,qal,infc,L LKT B TWRTJW,,B TWRTJW,B TWRH/,in his laws,0.0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,,,,prose,Hebrew,LBH
375984,<BR[,MT,Daniel,Daniel,9,11,<BRW,W KL JFR>L <BRW >T TWRTK W SWR L BLTJ CMW< B QLK W TTK <LJNW H >LH W H CB<H >CR KTWBH B TWRT MCH <BD H >LHJM KJ XV>NW LW,,qal,perf,W KL JFR>L <BRW >T TWRTK,KL JFR>L,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
375988,SWR[,MT,Daniel,Daniel,9,11,SWR,W KL JFR>L <BRW >T TWRTK W SWR L BLTJ CMW< B QLK W TTK <LJNW H >LH W H CB<H >CR KTWBH B TWRT MCH <BD H >LHJM KJ XV>NW LW,,qal,infa,W SWR,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
375995,NTK[,MT,Daniel,Daniel,9,11,TTK,W KL JFR>L <BRW >T TWRTK W SWR L BLTJ CMW< B QLK W TTK <LJNW H >LH W H CB<H >CR KTWBH B TWRT MCH <BD H >LHJM KJ XV>NW LW,,qal,wayq,W TTK <LJNW H >LH W H CB<H,H >LH W H CB<H,<LJNW,<L,to us,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,prose,Hebrew,LBH
376026,BW>[,MT,Daniel,Daniel,9,12,HBJ>,W JQM >T DBRJW >CR DBR <LJNW W <L CPVJNW >CR CPVWNW L HBJ> <LJNW R<H GDLH >CR L> N<FTH TXT KL H CMJM K >CR N<FTH B JRWCLM,,hif,infc,L HBJ> <LJNW R<H GDLH,,<LJNW,<L,to us,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,prose,Hebrew,LBH
376054,BW>[,MT,Daniel,Daniel,9,13,B>H,K >CR KTWB B TWRT MCH >T KL H R<H H Z>T B>H <LJNW W L> XLJNW >T PNJ JHWH >LHJNW L CWB M <WNNW W L HFKJL B >MTK,,qal,perf,B>H <LJNW,,<LJNW,<L,to us,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,prose,Hebrew,LBH
2062127,BW>[,4Q116,Daniel,Daniel,9,13,B>H,K >CR KTWB B TWRT MWCH >T KWL H R<H H Z>T B>H <LJNW W LW> XLJNW >T PNJ >LHJNW L CWB M <WNNW W L HFKJL B >MTKH JHWH,0 000 1111 0 0000 1111 11 111 1 111 1 111 001 11111 1 111 11111 11 100 111111 1 111 1 11111 1 1 11111 0 00000 1111,qal,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,K >CR [KTWB] B TWRT [MWCH >T KWL H R<H H Z>T] B>[H <LJNW W LW> XLJNW >T P]NJ [>LHJNW L CWB M <WNNW W L HFKJL] B >MTKH [JHWH],,prose,Hebrew,LBH
2062136,CWB[,4Q116,Daniel,Daniel,9,13,CWB,K >CR KTWB B TWRT MWCH >T KWL H R<H H Z>T B>H <LJNW W LW> XLJNW >T PNJ >LHJNW L CWB M <WNNW W L HFKJL B >MTKH JHWH,0 000 1111 0 0000 1111 11 111 1 111 1 111 001 11111 1 111 11111 11 100 111111 1 111 1 11111 1 1 11111 0 00000 1111,qal,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,K >CR [KTWB] B TWRT [MWCH >T KWL H R<H H Z>T] B>[H <LJNW W LW> XLJNW >T P]NJ [>LHJNW L CWB M <WNNW W L HFKJL] B >MTKH [JHWH],,prose,Hebrew,LBH
376079,BW>[,MT,Daniel,Daniel,9,14,JBJ>H,W JCQD JHWH <L H R<H W JBJ>H <LJNW KJ YDJQ JHWH >LHJNW <L KL M<FJW >CR <FH W L> CM<NW B QLW,,hif,wayq,W JBJ>H <LJNW,,<LJNW,<L,to us,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,prose,Hebrew,LBH
2062153,BW>[,4Q116,Daniel,Daniel,9,14,JBJ>H,W JCQD JHWH <L H R<H W JBJ>H <LJNW KJ YDJQ JHWH >LHJNW <L KWL M<FJW >CR <FH W LW> CM<NW B QLW,1 1111 1111 11 1 111 1 00000 11111 11 1111 1111 111111 11 110 11111 111 111 1 111 11111 1 111,hif,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JCQD JHWH <L H R<H W] JBJ>H [<LJNW KJ YDJQ JHWH >LHJNW <L KW]L [M<FJW >CR <FH W LW> CM<NW B QLW],,prose,Hebrew,LBH
376280,JY>[,MT,Daniel,Daniel,9,22,JY>TJ,W JBN W JDBR <MJ W J>MR DNJ>L <TH JY>TJ L HFKJLK BJNH,,qal,perf,<TH JY>TJ,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376287,JY>[,MT,Daniel,Daniel,9,23,JY>,B TXLT TXNWNJK JY> DBR W >NJ B>TJ L HGJD KJ XMWDWT >TH W BJN B DBR W HBN B MR>H,,qal,perf,B TXLT TXNWNJK JY> DBR,DBR,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376291,BW>[,MT,Daniel,Daniel,9,23,B>TJ,B TXLT TXNWNJK JY> DBR W >NJ B>TJ L HGJD KJ XMWDWT >TH W BJN B DBR W HBN B MR>H,,qal,perf,W >NJ B>TJ,>NJ,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376330,BW>[,MT,Daniel,Daniel,9,24,HBJ>,CB<JM CB<JM NXTK <L <MK W <L <JR QDCK L KL> H PC< W L XTM XV>WT W L KPR <WN W L HBJ> YDQ <LMJM W L XTM XZWN W NBJ> W L MCX QDC QDCJM,,hif,infc,W L HBJ> YDQ <LMJM,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376352,CWB[,MT,Daniel,Daniel,9,25,HCJB,W TD< W TFKL MN MY> DBR L HCJB W L BNWT JRWCLM <D MCJX NGJD CB<JM CB<H W CB<JM CCJM W CNJM TCWB W NBNTH RXWB W XRWY W B YWQ H <TJM,,hif,infc,L HCJB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376367,CWB[,MT,Daniel,Daniel,9,25,TCWB,W TD< W TFKL MN MY> DBR L HCJB W L BNWT JRWCLM <D MCJX NGJD CB<JM CB<H W CB<JM CCJM W CNJM TCWB W NBNTH RXWB W XRWY W B YWQ H <TJM,,qal,impf,W CB<JM CCJM W CNJM TCWB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
376438,NTK[,MT,Daniel,Daniel,9,27,TTK,W HGBJR BRJT L RBJM CBW< >XD W XYJ H CBW< JCBJT ZBX W MNXH W <L KNP CQWYJM MCMM W <D KLH W NXRYH TTK <L CMM,,qal,impf,W NXRYH TTK <L CMM,NXRYH,<L CMM,<L CMM[,upon/on one (causing) desolation,0.0,prep,person,anim,und,ptcl,simple,metaphor,goal,<L,,,,,,,,,prose,Hebrew,LBH
376449,GLH[,MT,Daniel,Daniel,10,1,NGLH,B CNT CLWC L KWRC MLK PRS DBR NGLH L DNJ>L >CR NQR> CMW BLVC>YR W >MT H DBR W YB> GDWL W BJN >T H DBR W BJNH LW B MR>H,,nif,perf,B CNT CLWC L KWRC MLK PRS DBR NGLH L DNJ>L,DBR,L DNJ>L,L DNJ>L/,to Daniel,0.0,prep,person,anim,det,nmpr,simple,posture/not motion,recipient,L,,,,,,,,,prose,Hebrew,LBH
376495,BW>[,MT,Daniel,Daniel,10,3,B>,LXM XMDWT L> >KLTJ W BFR W JJN L> B> >L PJ W SWK L> SKTJ <D ML>T CLCT CB<JM JMJM,,qal,perf,W BFR W JJN L> B> >L PJ,BFR W JJN,>L PJ,>L PH/,to my mouth,0.0,prep,body part,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prose,Hebrew,LBH
376598,NPL[,MT,Daniel,Daniel,10,7,NPLH,W R>JTJ >NJ DNJ>L L BDJ >T H MR>H W H >NCJM >CR HJW <MJ L> R>W >T H MR>H >BL XRDH GDLH NPLH <LJHM W JBRXW B HXB>,,qal,perf,>BL XRDH GDLH NPLH <LJHM,XRDH GDLH,<LJHM,<L,upon / on them,0.0,prep,person,anim,det,prsf,simple,vertical,goal,<L,,,,,,,,,prose,Hebrew,LBH
376601,BRX[,MT,Daniel,Daniel,10,7,JBRXW,W R>JTJ >NJ DNJ>L L BDJ >T H MR>H W H >NCJM >CR HJW <MJ L> R>W >T H MR>H >BL XRDH GDLH NPLH <LJHM W JBRXW B HXB>,,qal,wayq,W JBRXW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2061023,NPL[,4Q114,Daniel,Daniel,10,7,NPLH,W R>JTJ >NJ DNJ>L L BDJ >T H MR>H W H >NCJM >CR HJW <MJ L> R>W >T H MR>H >BL XRDH GDWLH NPLH <LJHM W JBRXW B HXB>,0 00000 000 00100 0 000 00 0 0000 0 0 00000 000 000 000 00 000 00 0 0000 000 0001 00000 0000 00000 0 00000 0 0000,qal,perf,>BL XRDH GDWLH NPLH <LJHM,XRDH GDWLH,<LJHM,<L,upon / on them,0.0,prep,person,anim,det,prsf,simple,vertical,goal,<L,,,,,,,W R>JTJ >NJ DN[J]>L L BDJ >T H MR>H W H >NCJM >CR HJW <MJ L> R>W >T H MR>H >BL XRD[H] GDWLH NPLH <LJHM W JBRXW B HXB>,,prose,Hebrew,LBH
376726,BW>[,MT,Daniel,Daniel,10,12,B>TJ,W J>MR >LJ >L TJR> DNJ>L KJ MN H JWM H R>CWN >CR NTT >T LBK L HBJN W L HT<NWT L PNJ >LHJK NCM<W DBRJK W >NJ B>TJ B DBRJK,,qal,perf,W >NJ B>TJ B DBRJK,>NJ,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2061143,BW>[,4Q114,Daniel,Daniel,10,12,B>TJ,W J>MR >LJ >L TJR> DNJ>L KJ MN H JWM H R>CWN >CR NTTH >T LBK L HBJN W L HT<NWT L PNJ >LHJK NCM<W DBRJK W >NJ B>TJ B <BWRK,1 1001 001 01 0010 00000 00 11 1 111 1 10100 000 0000 00 000 0 0000 0 0 000000 0 000 00000 11111 10000 0 000 0000 0 00100,qal,perf,W >NJ B>TJ B <B[W]RK,>NJ,no complement,no complement,,,,,,,,,,,,,,,,,,[W J]>M[R] >L[J] >[L] TJ[R]> DNJ>L KJ [MN H JWM H R]>[C]WN >CR NTTH >T LBK L HBJN W L HT<NWT L PNJ >LHJK [NCM<W D]BRJK W >NJ B>TJ B <B[W]RK,,prose,Hebrew,LBH
376748,BW>[,MT,Daniel,Daniel,10,13,B>,W FR MLKWT PRS <MD L NGDJ <FRJM W >XD JWM W HNH MJK>L >XD H FRJM H R>CNJM B> L <ZRNJ W >NJ NWTRTJ CM >YL MLKJ PRS,,qal,perf,MJK>L >XD H FRJM H R>CNJM B>,MJK>L >XD H FRJM H R>CNJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2075449,BW>[,6Q7,Daniel,Daniel,10,13,B>,W FR MLKWT PRS <MD L NGDJ <FRJM W >XD JWM W HNH MJK>L >XD H FRJM H RJCWNJM B> L <ZRNJ W >NJ NWTRTJ CM >YL MLKWT PRS,1 11 11111 000 111 1 1100 00000 0 011 111 1 111 11111 111 1 1111 1 1100000 11 1 11111 1 111 111111 11 111 10000 000,qal,perf,,None,,,,,,,,,,,,,,,,,,,reconstructed,[W FR MLKWT] PRS [<MD L NG]DJ <FRJM W >[XD JWM W HNH MJK>L >XD H FRJM H RJ]CWNJM [B> L <ZRNJ W >NJ NWTRTJ CM >YL M]LKWT PRS,,prose,Hebrew,LBH
376759,BW>[,MT,Daniel,Daniel,10,14,B>TJ,W B>TJ L HBJNK >T >CR JQRH L <MK B >XRJT H JMJM KJ <WD XZWN L JMJM,,qal,perf,W B>TJ,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2075461,BW>[,6Q7,Daniel,Daniel,10,14,B>TJ,W B>TJ L HBJNK >T >CR JQRH L <MK B >XRJT H JMJM KJ <WD XZWN L JMJM,0 1111 1 10011 11 111 1111 1 111 1 11000 0 0000 00 000 0000 0 0001,qal,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,W [B>TJ L H]BJ[NK >T >CR JQRH L <MK B >X]RJT H JMJM KJ <WD XZWN L JMJ[M],,prose,Hebrew,LBH
2061178,BW>[,4Q114,Daniel,Daniel,10,14,B>TJ,W B>TJ L HBJNK >T >CR JQRH L <MK B >XRJT H JMJM KJ <WD XZWN L JMJM,1 1111 0 00000 11 111 1111 1 111 1 11111 1 1111 11 111 1111 1 1111,qal,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W B>TJ] L HBJNK [>T >CR JQRH L <MK B >XRJT H JMJM KJ <WD XZWN L JMJM],,prose,Hebrew,LBH
376884,BW>[,MT,Daniel,Daniel,10,20,B>TJ,W J>MR H JD<T LMH B>TJ >LJK W <TH >CWB L HLXM <M FR PRS W >NJ JWY> W HNH FR JWN B>,,qal,perf,LMH B>TJ >LJK,,>LJK,>L,to you,0.0,prep,person,anim,det,prsf,simple,factive,goal,>L,,,,,,,,,prose,Hebrew,LBH
376888,CWB[,MT,Daniel,Daniel,10,20,>CWB,W J>MR H JD<T LMH B>TJ >LJK W <TH >CWB L HLXM <M FR PRS W >NJ JWY> W HNH FR JWN B>,,qal,impf,>CWB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377039,BW>[,MT,Daniel,Daniel,11,6,TBW>,W L QY CNJM JTXBRW W BT MLK H NGB TBW> >L MLK H YPWN L <FWT MJCRJM W L> T<YR KWX H ZRW< W L> J<MD W ZR<W W TNTN HJ> W MBJ>JH W H JLDH W MXZQH B <TJM,,qal,impf,W BT MLK H NGB TBW> >L MLK H YPWN,BT MLK H NGB,>L MLK H YPWN,>L MLK/ H YPWN/,to the king of the north,0.0,prep,person,anim,det,subs,complex,factive,goal,>L,,,,,,,,,prose,Hebrew,LBH
377078,BW>[,MT,Daniel,Daniel,11,7,JB>,W <MD M NYR CRCJH KNW W JB> >L H XJL W JB> B M<WZ MLK H YPWN W <FH BHM W HXZJQ,,qal,impf,W JB> >L H XJL,,>L H XJL,>L H XJL/,to/against the army,0.0,prep,other,anim,det,subs,simple,factive,goal,>L,,,,,,,,,prose,Hebrew,LBH
377083,BW>[,MT,Daniel,Daniel,11,7,JB>,W <MD M NYR CRCJH KNW W JB> >L H XJL W JB> B M<WZ MLK H YPWN W <FH BHM W HXZJQ,,qal,impf,W JB> B M<WZ MLK H YPWN,,B M<WZ MLK H YPWN,B M<WZ/ MLK/ H YPWN/,in the fortress of the king of the north,0.0,prep,place,inanim,det,subs,complex,factive,goal,B,,,,,,,,,prose,Hebrew,LBH
377108,BW>[,MT,Daniel,Daniel,11,8,JB>,W GM >LHJHM <M NSKJHM <M KLJ XMDTM KSP W ZHB B CBJ JB> MYRJM W HW> CNJM J<MD M MLK H YPWN,,hif,impf,W GM >LHJHM <M NSKJHM <M KLJ XMDTM KSP W ZHB B CBJ JB> MYRJM,,MYRJM,MYRJM/,to Egypt,0.0,vc,toponym,inanim,det,nmpr,simple,factive,goal,,,,,,,,,,prose,Hebrew,LBH
377119,BW>[,MT,Daniel,Daniel,11,9,B>,W B> B MLKWT MLK H NGB W CB >L >DMTW,,qal,perf,W B> B MLKWT MLK H NGB,MLK H NGB,B MLKWT,B MLKWT/,in a kingdom,0.0,prep,place,inanim,und,subs,simple,factive,goal,B,,,,,,,,,prose,Hebrew,LBH
377126,CWB[,MT,Daniel,Daniel,11,9,CB,W B> B MLKWT MLK H NGB W CB >L >DMTW,,qal,perf,W CB >L >DMTW,,>L >DMTW,>L >DMH/,ti his land,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prose,Hebrew,LBH
377138,BW>[,MT,Daniel,Daniel,11,10,B>,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,,qal,perf,W B> BW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377141,CVP[,MT,Daniel,Daniel,11,10,CVP,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,,qal,perf,W CVP,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377143,<BR[,MT,Daniel,Daniel,11,10,<BR,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,,qal,perf,W <BR,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377145,CWB[,MT,Daniel,Daniel,11,10,JCB,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,,qal,impf,W JCB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377156,JY>[,MT,Daniel,Daniel,11,11,JY>,W JTMRMR MLK H NGB W JY> W NLXM <MW <M MLK H YPWN W H<MJD HMWN RB W NTN H HMWN B JDW,,qal,perf,W JY>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377182,NPL[,MT,Daniel,Daniel,11,12,HPJL,W NF> H HMWN J RWM LBBW W HPJL RB>WT W L> J<WZ,,hif,perf,W HPJL RB>WT,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377188,CWB[,MT,Daniel,Daniel,11,13,CB,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,,qal,perf,W CB MLK H YPWN,MLK H YPWN,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377205,BW>[,MT,Daniel,Daniel,11,13,JBW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,,qal,impf,W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2059577,CWB[,4Q112,Daniel,Daniel,11,13,CB,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,1 11 111 1 1111 1 11111 0000 10 01 1 11111 1 1 11 1 1111 1111 1111 111 1 111 1111 1 1 1111 11,qal,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W CB MLK H YPWN W H<MJD] HMWN [R]B M[N H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB],,prose,Hebrew,LBH
2059594,BW>[,4Q112,Daniel,Daniel,11,13,JBW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,1 11 111 1 1111 1 11111 0000 10 01 1 11111 1 1 11 1 1111 1111 1111 111 1 111 1111 1 1 1111 11,qal,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W CB MLK H YPWN W H<MJD] HMWN [R]B M[N H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB],,prose,Hebrew,LBH
2059595,BW>[,4Q112,Daniel,Daniel,11,13,BW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,1 11 111 1 1111 1 11111 0000 10 01 1 11111 1 1 11 1 1111 1111 1111 111 1 111 1111 1 1 1111 11,qal,infa,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W CB MLK H YPWN W H<MJD] HMWN [R]B M[N H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB],,prose,Hebrew,LBH
377237,BW>[,MT,Daniel,Daniel,11,15,JB>,W JB> MLK H YPWN W JCPK SWLLH W LKD <JR MBYRWT W ZR<WT H NGB L> J<MDW W <M MBXRJW W >JN KX L <MD,,qal,impf,W JB> MLK H YPWN,MLK H YPWN,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
2061371,BW>[,4Q114,Daniel,Daniel,11,16,M>,W J<F H M> >LJW K RYNW W >JN <MD L PNJW W J<MD B >RY H YBJ W KLH B <ZW,0 000 0 00 0001 0 0000 0 010 100 0 0000 0 0001 0 000 0 000 0 000 0 000,qal,ptca,None,None,,,,,,,,,,,,,,,,,,,not predicate,W J<F H M> >LJ[W] K RYNW W >[J]N [<]MD L PNJW W J<M[D] B >RY H YBJ W KLH B <ZW,,prose,Hebrew,LBH
2059656,BW>[,4Q112,Daniel,Daniel,11,16,B>,W J<F H B> >LJW K RYWNW,0 011 1 11 1111 1 11111,qal,ptca,None,None,,,,,,,,,,,,,,,,,,,reconstructed,W J[<F H B> >LJW K RYWNW],,prose,Hebrew,LBH
377288,BW>[,MT,Daniel,Daniel,11,17,BW>,W JFM PNJW L BW> B TQP KL MLKWTW W JCRJM <MW W <FH W BT H NCJM JTN LW L HCXJTH W L> T<MD W L> LW THJH,,qal,infc,L BW> B TQP KL MLKWTW,,B TQP KL MLKWTW,B TQP/ KL/ MLKWT/,in/with the strength of his whole kingdom,0.0,prep,other,inanim,det,subs,complex,factive,other,B,,,,,,,,,prose,Hebrew,LBH
2061396,BW>[,4Q114,Daniel,Daniel,11,17,B>,W JFM >T BJNW L B> B TQP K< MK W JCRJM <MW J<FH W BT >NCJM JTN LW L HCXJTW W L> T<MD W L> LW,0 000 00 0000 0 00 0 000 00 00 0 00000 000 0000 0 01 00000 000 00 0 000000 0 00 0000 0 00 00,qal,infc,L B> B TQP K< MK,,B TQP K< MK,B TQP/ K< MK,in/with the strength of his whole kingdom,0.0,prep,other,inanim,det,subs,complex,factive,other,B,,,,,,,W JFM >T BJNW L B> B TQP K< MK W JCRJM <MW J<FH W B[T] >NCJM JTN LW L HCXJTW W L> T<MD W L> LW,,prose,Hebrew,LBH
377328,CWB[,MT,Daniel,Daniel,11,18,JCJB,W JCB PNJW L >JJM W LKD RBJM W HCBJT QYJN XRPTW LW BLTJ XRPTW JCJB LW,,hif,impf,BLTJ XRPTW JCJB LW,,LW,L,to him,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,L,,,,,,,,,prose,Hebrew,LBH
377331,CWB[,MT,Daniel,Daniel,11,19,JCB,W JCB PNJW L M<WZJ >RYW W NKCL W NPL W L> JMY>,,hif,impf,W JCB PNJW L M<WZJ >RYW,,L M<WZJ >RYW,L M<WZ/ >RY/,to the fortresses of his land,0.0,prep,place,inanim,det,subs,complex,posture/not motion,goal,L,,,,,,,,,prose,Hebrew,LBH
377339,NPL[,MT,Daniel,Daniel,11,19,NPL,W JCB PNJW L M<WZJ >RYW W NKCL W NPL W L> JMY>,,qal,perf,W NPL,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377376,BW>[,MT,Daniel,Daniel,11,21,B>,W <MD <L KNW NBZH W L> NTNW <LJW HWD MLKWT W B> B CLWH W HXZJQ MLKWT B XLQLQWT,,qal,perf,W B> B CLWH,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377405,<LH[,MT,Daniel,Daniel,11,23,<LH,W MN HTXBRWT >LJW J<FH MRMH W <LH W <YM B M<V GWJ,,qal,perf,W <LH,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,LBH
377417,BW>[,MT,Daniel,Daniel,11,24,JBW>,B CLWH W B MCMNJ MDJNH JBW> W <FH >CR L> <FW >BTJW W >BWT >BTJW BZH W CLL W RKWC LHM JBZWR W <L MBYRJM JXCB MXCBTJW W <D <T,,qal,impf,W B MCMNJ MDJNH JBW>,,B MCMNJ MDJNH,B MCMN/ MDJNH/,to rich places of the province,0.0,prep,place,inanim,und,subs,complex,factive,goal,B,,,,,,,,,prose,Hebrew,LBH
