verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition
94369,JY>[,MT,Deuteronomy,2,32,JY>,W JY> SJXN L QR>TNW HW> W KL <MW L MLXMH JHYH,,qal,wayq,W JY> SJXN HW> W KL <MW L MLXMH JHYH,SJXN HW> W KL <MW,L MLXMH,L H MLXMH/,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,location,L,,,,,,meet us -in battle- / to fight against us,,
1982013,JY>[,4Q31,Deuteronomy,2,32,JY>,W JY> SJXN L QR>TNW HW> W KL <MW L MLXMH JHYH,0 000 0000 0 000000 000 0 00 000 0 00000 0000,qal,wayq,W JY> SJXN HW> W KL <MW L MLXMH JHYH,SJXN HW> W KL <MW,L MLXMH,L H MLXMH/,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,location,L,,,,,,meet us -in battle- / to fight against us,W JY> SJXN L QR>TNW HW> W KL <MW L MLXMH JHYH,
94471,QRB[,MT,Deuteronomy,2,37,QRBT,RQ >L >RY BNJ <MWN L> QRBT KL JD NXL JBQ W <RJ H HR W KL >CR YWH JHWH >LHJNW,,qal,perf,RQ >L >RY BNJ <MWN L> QRBT KL JD NXL JBQ W <RJ H HR W KL,,RQ >L >RY BNJ <MWN,RQ >L >RY/ BN/ <MWN/,only near the land of the sons of Ammon,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
104338,JY>[,MT,Deuteronomy,20,1,TY>,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,,qal,impf,KJ TY> L MLXMH <L >JBJK,,L MLXMH,L H MLXMH/,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,
104338,JY>[,MT,Deuteronomy,20,1,TY>,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,,qal,impf,KJ TY> L MLXMH <L >JBJK,,<L >JBJK,<L >JB[,against your enemies,0,prep,person,anim,det,subs,simple,factive,other,<L,,,,,,,,
1983803,JY>[,4Q33,Deuteronomy,20,1,TY>,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB W <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,00 000 0 00000 00 00000 0 0000 000 0 000 0 00 00 000 00 0000 000 00 0000 00000 000 0 0000 0 000 00000,qal,impf,KJ TY> L MLXMH <L >JBJK,,L MLXMH,<L >JB[,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,other,<L,,,,,,,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB W <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,
1983803,JY>[,4Q33,Deuteronomy,20,1,TY>,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB W <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,00 000 0 00000 00 00000 0 0000 000 0 000 0 00 00 000 00 0000 000 00 0000 00000 000 0 0000 0 000 00000,qal,impf,KJ TY> L MLXMH <L >JBJK,,<L >JBJK,<L >JB[,against your enemies,0,prep,person,anim,det,subs,simple,factive,other,<L,,,,,,,KJ TY> L MLXMH <L >JBJK W R>JT SWS W RKB W <M RB MMK L> TJR> MHM KJ JHWH >LHJK <MK H M<LK M >RY MYRJM,
104367,QRB[,MT,Deuteronomy,20,2,QRBKM,W HJH K QRBKM >L H MLXMH W NGC H KHN W DBR >L H <M,,qal,infc,K QRBKM >L H MLXMH,,>L H MLXMH,>L H MLXMH/,(near) to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,>L,,,,,,,,
104372,NGC[,MT,Deuteronomy,20,2,NGC,W HJH K QRBKM >L H MLXMH W NGC H KHN W DBR >L H <M,,nif,perf,W NGC H KHN,H KHN,no complement,no complement,,,,,,,,,,,,,,,,,,,
1983833,QRB[,4Q33,Deuteronomy,20,2,QRBKM,W HJH K QRBKM >L H MLXMH W NGC H KHN W DBR >L H <M,0 000 0 00000 00 0 00000 0 000 0 000 0 000 00 0 00,qal,infc,K QRBKM >L H MLXMH,,>L H MLXMH,>L H MLXMH/,(near) to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,>L,,,,,,,W HJH K QRBKM >L H MLXMH W NGC H KHN W DBR >L H <M,
104411,HLK[,MT,Deuteronomy,20,4,HLK,KJ JHWH >LHJKM H HLK <MKM L HLXM LKM <M >JBJKM L HWCJ< >TKM,,qal,ptca,H HLK <MKM,,<MKM,<M,with you,0,prep,person,anim,det,prsf,simple,factive,other,<M,,,,,,,,
1983878,HLK[,4Q33,Deuteronomy,20,4,HLK,KJ JHWH >LHJKM H HLK <MKM L HLXM LKM <M >JBJKM L HWCJ< >TKM,00 0000 000000 0 000 0000 0 0000 000 00 000000 0 00000 0000,qal,ptca,H HLK <MKM,,<MKM,<M,with you,0,prep,person,anim,det,prsf,simple,factive,other,<M,,,,,,,KJ JHWH >LHJKM H HLK <MKM L HLXM LKM <M >JBJKM L HWCJ< >TKM,
104440,HLK[,MT,Deuteronomy,20,5,JLK,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,,
104442,CWB[,MT,Deuteronomy,20,5,JCB,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,
1983908,HLK[,4Q33,Deuteronomy,20,5,JLK,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,0 0000 0 00000 00 0 00 0 000 00 0 000 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,
1983910,CWB[,4Q33,Deuteronomy,20,5,JCB,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,0 0000 0 00000 00 0 00 0 000 00 0 000 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W DBRW H CVRJM >L H <M L >MR MJ H >JC >CR BNH BJT XDC W L> XNKW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXNKNW,
104464,HLK[,MT,Deuteronomy,20,6,JLK,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,,
104466,CWB[,MT,Deuteronomy,20,6,JCB,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,
1989614,HLK[,4Q38a,Deuteronomy,20,6,JLK,>CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,>CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,
1989616,CWB[,4Q38a,Deuteronomy,20,6,JCB,>CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,>CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,
1983932,HLK[,4Q33,Deuteronomy,20,6,JLK,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,0 00 0 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,
1983934,CWB[,4Q33,Deuteronomy,20,6,JCB,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,0 00 0 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 000000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W MJ H >JC >CR NV< KRM W L> XLLW JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JXLLNW,
104488,HLK[,MT,Deuteronomy,20,7,JLK,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,,
104490,CWB[,MT,Deuteronomy,20,7,JCB,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,
1989638,HLK[,4Q38a,Deuteronomy,20,7,JLK,W MJ H >JC >CR >RF >CH W LW> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,0 00 0 000 000 000 000 0 000 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 00000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,W MJ H >JC >CR >RF >CH W LW> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,
1989640,CWB[,4Q38a,Deuteronomy,20,7,JCB,W MJ H >JC >CR >RF >CH W LW> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,0 00 0 000 000 000 000 0 000 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 00000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W MJ H >JC >CR >RF >CH W LW> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,
1983956,HLK[,4Q33,Deuteronomy,20,7,JLK,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,0 00 0 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 00000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,
1983958,CWB[,4Q33,Deuteronomy,20,7,JCB,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,0 00 0 000 000 000 000 0 00 0000 000 0 000 0 0000 00 0000 0 00000 0 000 000 00000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W MJ H >JC >CR >RF >CH W L> LQXH JLK W JCB L BJTW PN JMWT B MLXMH W >JC >XR JQXNH,
104522,HLK[,MT,Deuteronomy,20,8,JLK,W JSPW H CVRJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,,
104524,CWB[,MT,Deuteronomy,20,8,JCB,W JSPW H CVRJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,
1989672,HLK[,4Q38a,Deuteronomy,20,8,JLK,W JSPW H CWPVJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,0 0000 0 000000 0 000 00 0 00 0 0000 00 0 000 0 000 0 00 0 000 000 0 000 0 0000 0 00 000 00 000 0000 0 0000,qal,impf,JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,W JSPW H CWPVJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,
1989674,CWB[,4Q38a,Deuteronomy,20,8,JCB,W JSPW H CWPVJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,0 0000 0 000000 0 000 00 0 00 0 0000 00 0 000 0 000 0 00 0 000 000 0 000 0 0000 0 00 000 00 000 0000 0 0000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W JSPW H CWPVJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,
1983992,CWB[,4Q33,Deuteronomy,20,8,JCB,W JSPW H CVRJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,0 0000 0 00000 0 000 00 0 00 0 0000 00 0 000 0 000 0 00 0 000 000 0 000 0 0000 0 00 000 00 000 0000 0 0000,qal,impf,W JCB L BJTW,,L BJTW,L BJT/,to his house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,W JSPW H CVRJM L DBR >L H <M W >MRW MJ H >JC H JR> W RK H LBB JLK W JCB L BJTW W L> JMS >T LBB >XJW K LBBW,
104555,QRB[,MT,Deuteronomy,20,10,TQRB,KJ TQRB >L <JR L HLXM <LJH W QR>T >LJH L CLWM,,qal,impf,KJ TQRB >L <JR,,>L <JR,>L <JR/,to a city,0,prep,place,inanim,und,subs,simple,factive,goal,>L,,,,,,,,
1989708,QRB[,4Q38a,Deuteronomy,20,10,TQRB,W KJ> TQRB >L <JR L HLXM <LJH W QR>T >LJH L CLWM,0 000 0000 00 000 0 0000 0000 0 0000 0000 0 0000,qal,impf,W KJ> TQRB >L <JR,,>L <JR,>L <JR/,to a city,0,prep,place,inanim,und,subs,simple,factive,goal,>L,,,,,,,W KJ> TQRB >L <JR L HLXM <LJH W QR>T >LJH L CLWM,
1987087,QRB[,4Q36,Deuteronomy,20,10,TQRB,KJ TQRB >L <JR L HLXM <LJH W QR>T >LJH L CLWM,00 0000 00 000 0 0000 0000 0 0000 0000 0 0000,qal,impf,KJ TQRB >L <JR,,>L <JR,>L <JR/,to a city,0,prep,place,inanim,und,subs,simple,factive,goal,>L,,,,,,,KJ TQRB >L <JR L HLXM <LJH W QR>T >LJH L CLWM,
104786,JRD[,MT,Deuteronomy,20,20,RDTH,RQ <Y >CR TD< KJ L> <Y M>KL HW> >TW TCXJT W KRT W BNJT MYWR <L H <JR >CR HW> <FH <MK MLXMH <D RDTH,,qal,infc,<D RDTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
104800,NPL[,MT,Deuteronomy,21,1,NPL,KJ JMY> XLL B >DMH >CR JHWH >LHJK NTN LK L RCTH NPL B FDH L> NWD< MJ HKHW,,qal,ptca,NPL B FDH,,B FDH,B H FDH/,in a field,0,prep,place,inanim,und,subs,simple,vertical,location,B,,,,,,,,
104809,JY>[,MT,Deuteronomy,21,2,JY>W,W JY>W ZQNJK W CPVJK W MDDW >L H <RJM >CR SBJBT H XLL,,qal,perf,W JY>W ZQNJK W CPVJK,ZQNJK W CPVJK,no complement,no complement,,,,,,,,,,,,,,,,,,,
104850,JRD[,MT,Deuteronomy,21,4,HWRDW,W HWRDW ZQNJ H <JR H HW> >T H <GLH >L NXL >JTN >CR L> J<BD BW W L> JZR< W <RPW CM >T H <GLH B NXL,,hif,perf,W HWRDW ZQNJ H <JR H HW> >T H <GLH >L NXL >JTN,ZQNJ H <JR H HW>,>L NXL >JTN,>L NXL/ >JTN/,to a valley with running water,0,prep,place,inanim,und,subs,complex,factive,goal,>L,,,,,,,,
1984010,JRD[,4Q33,Deuteronomy,21,4,HRJDW,W HRJDW ZQNJ H <JR H HJ> >T H <GLH >L NXL >JTN >CR L> J<BD BW W L> JZR< W <RPW CM >T H <GLH B NXL,0 00000 0000 0 000 0 000 00 0 0000 00 000 0000 000 00 0000 00 0 00 0000 0 0000 00 00 0 0000 0 000,hif,perf,W HRJDW ZQNJ H <JR H HJ> >T H <GLH >L NXL >JTN,ZQNJ H <JR H HJ>,>L NXL >JTN,>L NXL/ >JTN/,to a valley with running water,0,prep,place,inanim,und,subs,complex,factive,goal,>L,,,,,,,W HRJDW ZQNJ H <JR H HJ> >T H <GLH >L NXL >JTN >CR L> J<BD BW W L> JZR< W <RPW CM >T H <GLH B NXL,
104879,NGC[,MT,Deuteronomy,21,5,NGCW,W NGCW H KHNJM BNJ LWJ KJ BM BXR JHWH >LHJK L CRTW W L BRK B CM JHWH W <L PJHM JHJH KL RJB W KL NG<,,nif,perf,W NGCW H KHNJM BNJ LWJ,H KHNJM BNJ LWJ,no complement,no complement,,,,,,,,,,,,,,,,,,,
104983,JY>[,MT,Deuteronomy,21,10,TY>,KJ TY> L MLXMH <L >JBJK W NTNW JHWH >LHJK B JDK W CBJT CBJW,,qal,impf,KJ TY> L MLXMH <L >JBJK,,L MLXMH <L >JBJK,L H MLXMH/ <L >JB[,to the war against your enemies,0,prep,occupation,inanim,det,subs,complex,factive,goal,L,,,,,,,,
1984146,JY>[,4Q33,Deuteronomy,21,10,TY>,KJ TY> L MLXMH <L >JBJK W NTNW JHWH >LHJK B JDK W CBJT CBJW,00 000 0 00000 00 00000 0 0000 0000 00000 0 000 0 0000 0000,qal,impf,KJ TY> L MLXMH <L >JBJK,,L MLXMH <L >JBJK,L H MLXMH/ <L >JB[,to the war against your enemies,,prep,occupation,inanim,det,subs,complex,factive,goal,L,,,,,,,KJ TY> L MLXMH <L >JBJK W NTNW JHWH >LHJK B JDK W CBJT CBJW,
105015,BW>[,MT,Deuteronomy,21,12,HB>TH,W HB>TH >L TWK BJTK W GLXH >T R>CH W <FTH >T YPRNJH,,hif,perf,W HB>TH >L TWK BJTK,,>L TWK BJTK,>L TWK/ BJT/,to the midst of your house / inside your house,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
1984178,BW>[,4Q33,Deuteronomy,21,12,HB>TH,W HB>TH >L TWK BJTK W GLXH >T R>CH W <FTH >T YPRNJH,0 00000 00 000 0000 0 0000 00 0000 0 0000 00 000000,hif,perf,W HB>TH >L TWK BJTK,,>L TWK BJTK,>L TWK/ BJT/,to the midst of your house / inside your house,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,W HB>TH >L TWK BJTK W GLXH >T R>CH W <FTH >T YPRNJH,
105028,SWR[,MT,Deuteronomy,21,13,HSJRH,W HSJRH >T FMLT CBJH M <LJH W JCBH B BJTK W BKTH >T >BJH W >T >MH JRX JMJM W >XR KN TBW> >LJH W B<LTH W HJTH LK L >CH,,hif,perf,W HSJRH >T FMLT CBJH M <LJH,,M <LJH,MN <L,from upon her,0,prep + prep,person,anim,det,prsf,simple,factive,source,MN,<L,,,,,min excluded,,
105050,BW>[,MT,Deuteronomy,21,13,TBW>,W HSJRH >T FMLT CBJH M <LJH W JCBH B BJTK W BKTH >T >BJH W >T >MH JRX JMJM W >XR KN TBW> >LJH W B<LTH W HJTH LK L >CH,,qal,impf,W >XR KN TBW> >LJH,,>LJH,>L,in to her ,0,prep,person,anim,det,prsf,simple,posture/not motion,other,>L,,,,,,,,
1989918,SWR[,4Q38a,Deuteronomy,21,13,HSJRH,W HSJRH >T FLMT CBJH M <LJH W JCBH B BJTKH W BKTH >T >BJH,0 00000 00 0000 0000 0 0000 0 0000 0 00000 0 0000 00 0000 1,hif,perf,W HSJRH >T FLMT CBJH M <LJH,,M <LJH,MN <L,from upon her,0,prep + prep,person,anim,det,prsf,simple,factive,source,MN,<L,,,,,min excluded,W HSJRH >T FLMT CBJH M <LJH W JCBH B BJTKH W BKTH >T >BJH,
105196,JY>[,MT,Deuteronomy,21,19,HWYJ>W,W TPFW BW >BJW W >MW W HWYJ>W >TW >L ZQNJ <JRW W >L C<R MQMW,,hif,perf,W HWYJ>W >TW >L ZQNJ <JRW W >L C<R MQMW,,>L ZQNJ <JRW W >L C<R MQMW,>L ZQN/ <JR/ W >L C<R/ MQWM/,to the elders of the city and to the gate of his place,0,prep + prep,other,anim inanim,det,subs,complex,factive,goal,>L,>L,,,,,,,
105300,CWB[,MT,Deuteronomy,22,1,HCB,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,,hif,infa,HCB TCJBM L >XJK,,no complement,no complement,,,,,,,,,,,,,,,,,,,
105301,CWB[,MT,Deuteronomy,22,1,TCJBM,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,,hif,impf,HCB TCJBM L >XJK,,L >XJK,L >X/,to your brothers,0,prep,group,anim,det,subs,complex,factive,goal,L,,,,,,,,
1987177,CWB[,4Q36,Deuteronomy,22,1,HCB,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,00 0000 00 000 0000 00 00 000 00000 0 000000 000 000 00000 0 0000,hif,infa,HCB TCJBM L >XJK,,no complement,no complement,,,,,,,,,,,,,,,,,,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,
1987178,CWB[,4Q36,Deuteronomy,22,1,TCJBM,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,00 0000 00 000 0000 00 00 000 00000 0 000000 000 000 00000 0 0000,hif,impf,HCB TCJBM L >XJK,,L >XJK,L >X/,to your brothers,0,prep,group,anim,det,subs,complex,factive,goal,L,,,,,,,L> TR>H >T CWR >XJK >W >T FJW NDXJM W HT<LMT MHM HCB TCJBM L >XJK,
105326,CWB[,MT,Deuteronomy,22,2,HCBTW,W >M L> QRWB >XJK >LJK W L> JD<TW W >SPTW >L TWK BJTK W HJH <MK <D DRC >XJK >TW W HCBTW LW,,hif,perf,W HCBTW LW,,LW,L,to him ,0,prep,person,anim,det,prsf,simple,factive,goal,L,,,,,,,,
1987204,CWB[,4Q36,Deuteronomy,22,2,HCBTW,W >M L> QRWB >XJK >LJK W L> JD<TW W >SPTW >L TWK BJTK W HJH <MK <D DRC >XJK >TW W HCBTW LW,0 00 00 0000 0000 0000 0 00 00000 0 00000 00 000 0000 0 000 000 00 000 0000 000 0 00000 00,hif,perf,W HCBTW LW,,LW,L,to him ,0,prep,person,anim,det,prsf,simple,factive,goal,L,,,,,,,W >M L> QRWB >XJK >LJK W L> JD<TW W >SPTW >L TWK BJTK W HJH <MK <D DRC >XJK >TW W HCBTW LW,
105361,NPL[,MT,Deuteronomy,22,4,NPLJM,L> TR>H >T XMWR >XJK >W CWRW NPLJM B DRK W HT<LMT MHM HQM TQJM <MW,,qal,ptca,NPLJM B DRK,,B DRK,B H DRK/,on the path,0,prep,place,inanim,det,subs,simple,vertical,location,B,,,,,,,,
1994021,NPL[,4Q45,Deuteronomy,22,4,NWPLJM,L> TR>H >T XMWR >XJK >W CWRW NWPLJM B DRK W HT<LMT MHM HQM TQJM <MW,00 0000 00 0000 0000 00 0000 000000 0 000 0 000000 000 000 0000 000,qal,ptca,NWPLJM B DRK,,B DRK,B H DRK/,on the path,0,prep,place,inanim,det,subs,simple,vertical,location,B,,,,,,,L> TR>H >T XMWR >XJK >W CWRW NWPLJM B DRK W HT<LMT MHM HQM TQJM <MW,
1987241,NPL[,4Q36,Deuteronomy,22,4,NPLJM,L> TR>H >T XMWR >XJK >W CWRW NPLJM B DRK W HT<LMT MHM HQM TQJM <MW,00 0000 00 0000 0000 00 0000 00000 0 000 0 000000 000 000 0000 000,qal,ptca,NPLJM B DRK,,B DRK,B H DRK/,on the path,0,prep,place,inanim,det,subs,simple,vertical,location,B,,,,,,,L> TR>H >T XMWR >XJK >W CWRW NPLJM B DRK W HT<LMT MHM HQM TQJM <MW,
105460,NPL[,MT,Deuteronomy,22,8,JPL,KJ TBNH BJT XDC W <FJT M<QH L GGK W L> TFJM DMJM B BJTK KJ JPL H NPL MMNW,,qal,impf,KJ JPL,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1987342,NPL[,4Q36,Deuteronomy,22,8,JPL,KJ TBNH BJT XDC W <FJT M<QH L GGK W L> TFJM DMJM B BJTK KJ JPL H NPL MMNW,00 0000 000 000 0 0000 0000 0 000 0 00 0000 0000 0 0000 00 000 0 000 0000,qal,impf,KJ JPL,,no complement,no complement,,,,,,,,,,,,,,,,,,KJ TBNH BJT XDC W <FJT M<QH L GGK W L> TFJM DMJM B BJTK KJ JPL H NPL MMNW,
105510,BW>[,MT,Deuteronomy,22,13,B>,KJ JQX >JC >CH W B> >LJH W FN>H,,qal,perf,W B> >LJH,,>LJH,>L,to her,0,prep,person,anim,det,prsf,simple,posture/not motion,other,>L,,,,,,,,
1984202,BW>[,4Q33,Deuteronomy,22,13,B>,KJ JQX >JC >CH W B> >LJH W FN>H,00 000 000 000 0 00 0000 0 0000,qal,perf,W B> >LJH,,>LJH,>L,to her,0,prep,person,anim,det,prsf,simple,posture/not motion,other,>L,,,,,,,KJ JQX >JC >CH W B> >LJH W FN>H,
105520,JY>[,MT,Deuteronomy,22,14,HWYJ>,W FM LH <LJLT DBRJM W HWYJ> <LJH CM R< W >MR >T H >CH H Z>T LQXTJ W >QRB >LJH W L> MY>TJ LH BTWLJM,,hif,perf,W HWYJ> <LJH CM R<,,<LJH,<L,upon her,0,prep,person,anim,det,prsf,simple,fictive,recipient,<L,,,,,,his brings a bad name upon her (the wife),,
105533,QRB[,MT,Deuteronomy,22,14,>QRB,W FM LH <LJLT DBRJM W HWYJ> <LJH CM R< W >MR >T H >CH H Z>T LQXTJ W >QRB >LJH W L> MY>TJ LH BTWLJM,,qal,wayq,W >QRB >LJH,,>LJH,>L,to her,0,prep,person,anim,det,prsf,simple,posture/not motion,other,>L,,,,,,,,
